HGNC_ID	Gene	Ensemble_ID	Entrez_ID	Inheritance	Phenotype(s)	OMIM_ID	Panel(s)
HGNC:5213	HSD17B4	ENSG00000133835	3295	AR	"DEE, MCD"	601860	AusPanelApp
HGNC:5261	HSPD1	ENSG00000144381	3329	AD/AR	"DEE, MCD"	118190	"AusPanelApp, BluePrint"
HGNC:14348	HTRA2	ENSG00000115317	27429	AR	DEE	606441	AusPanelApp
HGNC:29685	IARS2	ENSG00000067704	55699	AR	DEE	612801	NA
HGNC:27302	IBA57	ENSG00000181873	200205	AR	DEE	615316	BluePrint
HGNC:5383	IDH2	ENSG00000182054	3418	AR	DEE	147650	AusPanelApp
HGNC:18550	IER3IP1	ENSG00000267228	51124	AR	DEE	609382	"AusPanelApp, Invitae, BluePrint"
HGNC:18873	IFIH1	ENSG00000115267	64135	AD	"DEE, MCD"	606951	"AusPanelApp, Invitae, BluePrint"
HGNC:5961	IKBKG	ENSG00000073009	8517	XL	DEE	300248	AusPanelApp
HGNC:26048	INTS8	ENSG00000164941	55656	AR	"DEE, MCD"	611351	NA
HGNC:28660	ISCA1	ENSG00000135070	81689	AR	DEE	611006	AusPanelApp
HGNC:6158	ITGB4	ENSG00000132470	3691	AD	DEE	147557	NA
HGNC:6196	JARID2	ENSG00000008083	3720	AD	DEE	601594	NA
HGNC:5275	KAT5	ENSG00000172977	10524	AD	DEE	601409	AusPanelApp
HGNC:13013	KAT6A	ENSG00000083168	7994	AD	DEE	601408	NA
HGNC:17933	KAT8	ENSG00000103510	84148	AD	DEE	609912	AusPanelApp
HGNC:6217	KATNB1	ENSG00000140854	10300	AR	MCD	602703	NA
HGNC:6238	KCND2	ENSG00000184408	3751	AD	DEE	605410	"AusPanelApp, Invitae"
HGNC:6239	KCND3	ENSG00000171385	3752	AD	DEE	605411	AusPanelApp
HGNC:6257	KCNJ11	ENSG00000187486	3767	AD	DEE	600937	"AusPanelApp, Fulgent"
HGNC:6279	KCNK4	ENSG00000182450	50801	AD	DEE	605720	"AusPanelApp, Invitae"
HGNC:6291	KCNN2	ENSG00000080709	3781	AD	DEE	605879	AusPanelApp
HGNC:21305	KCTD3	ENSG00000136636	51133	AR	DEE	613272	"AusPanelApp, BluePrint"
HGNC:29136	KDM4B	ENSG00000127663	23030	AD	"DEE, MCD"	609765	AusPanelApp
HGNC:9886	KDM5A	ENSG00000073614	5927	AD	DEE	180202	NA
HGNC:11114	KDM5C	ENSG00000126012	8242	XL	DEE	314690	"AusPanelApp, Fulgent, BluePrint"
HGNC:12637	KDM6A	ENSG00000147050	7403	XL	DEE	300128	"Fulgent, GeneDx"
HGNC:26953	KIAA1109	ENSG00000138688	84162	AR	MCD	611565	AusPanelApp
HGNC:888	KIF1A	ENSG00000130294	547	AD/AR	DEE	601255	"AusPanelApp, Invitae, BluePrint"
HGNC:6318	KIF2A	ENSG00000068796	3796	AD	DEE	602591	"AusPanelApp, Invitae"
HGNC:6325	KIF5C	ENSG00000168280	3800	AD	"DEE, MCD"	604593	"AusPanelApp, BluePrint"
HGNC:23419	KIFBP	ENSG00000198954	26128	AR	"DEE, MCD"	609367	NA
HGNC:7132	KMT2A	ENSG00000118058	4297	AD	DEE	159555	NA
HGNC:15840	KMT2B	ENSG00000105663	9757	AD	DEE	606834	NA
HGNC:7133	KMT2D	ENSG00000167548	8085	AD	DEE	602113	"AusPanelApp, Fulgent"
HGNC:18541	KMT2E	ENSG00000005483	55904	AD	DEE	608444	"AusPanelApp, BluePrint"
HGNC:24283	KMT5B	ENSG00000110066	51111	AD	DEE	610881	NA
HGNC:6404	KPTN	ENSG00000118162	11133	AR	DEE	615620	AusPanelApp
HGNC:20499	L2HGDH	ENSG00000087299	79944	AR	DEE	609584	"Fulgent, BluePrint"
HGNC:6482	LAMA2	ENSG00000196569	3908	AR	"DEE, MCD"	156225	"AusPanelApp, Fulgent"
HGNC:6511	LARGE1	ENSG00000133424	9215	AR	DEE	603590	Fulgent
HGNC:6512	LARS1	ENSG00000133706	51520	AR	DEE	151350	AusPanelApp
HGNC:16429	LIAS	ENSG00000121897	11019	AR	DEE	607031	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:6600	LIG3	ENSG00000005156	3980	AR	DEE	600940	AusPanelApp
HGNC:37216	LIPT2	ENSG00000175536	387787	AR	DEE	617659	AusPanelApp
HGNC:25287	LMBRD2	ENSG00000164187	92255	AD	DEE	NA	AusPanelApp
HGNC:6654	LMX1B	ENSG00000136944	4010	AD	DEE	602575	NA
HGNC:21610	LNPK	ENSG00000144320	80856	AR	DEE	610236	NA
HGNC:15714	LRPPRC	ENSG00000138095	10128	AR	DEE	607544	"Fulgent, BluePrint"
HGNC:6708	LSS	ENSG00000160285	4047	AR	DEE	600909	NA
HGNC:1968	LYST	ENSG00000143669	1130	AR	DEE	606897	NA
HGNC:6766	MADD	ENSG00000110514	8567	AR	DEE	603584	AusPanelApp
HGNC:6776	MAF	ENSG00000178573	4094	AD	DEE	177075	AusPanelApp
HGNC:6831	MANBA	ENSG00000109323	4126	AR	DEE	609489	NA
HGNC:6840	MAP2K1	ENSG00000169032	5604	AD	DEE	176872	"AusPanelApp, Fulgent"
HGNC:6842	MAP2K2	ENSG00000126934	5605	AD	DEE	601263	"AusPanelApp, Fulgent"
HGNC:19034	MAST1	ENSG00000105613	22983	AD	"DEE, MCD"	612256	AusPanelApp
HGNC:15505	MBOAT7	ENSG00000125505	79143	AR	DEE	606048	"AusPanelApp, BluePrint"
HGNC:6946	MCM3AP	ENSG00000160294	8888	AR	DEE	603294	NA
HGNC:6954	MCPH1	ENSG00000147316	79648	AR	MCD	607117	Fulgent
HGNC:6970	MDH1	ENSG00000014641	4190	AR	DEE	154200	NA
HGNC:6971	MDH2	ENSG00000146701	4191	AR	DEE	154100	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:11957	MED12	ENSG00000184634	9968	XL	DEE	300188	"AusPanelApp, Fulgent, BluePrint"
HGNC:22962	MED13L	ENSG00000123066	23389	AD	DEE	608771	AusPanelApp
HGNC:2375	MED17	ENSG00000042429	9440	AR	DEE	603810	"AusPanelApp, Fulgent, BluePrint"
HGNC:2377	MED27	ENSG00000160563	9442	AR	DEE	605044	AusPanelApp
HGNC:24858	MFF	ENSG00000168958	56947	AR	DEE	614785	AusPanelApp
HGNC:7102	MINPP1	ENSG00000107789	9562	AR	"DEE, MCD"	605391	NA
HGNC:17082	MLC1	ENSG00000100427	23209	AR	DEE	605908	"AusPanelApp, Fulgent, BluePrint"
HGNC:24525	MMACHC	ENSG00000132763	25974	AR	DEE	609831	AusPanelApp
HGNC:25221	MMADHC	ENSG00000168288	27249	AR	DEE	611935	AusPanelApp
HGNC:7190	MOCS1	ENSG00000124615	4337	AR	DEE	603707	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:7193	MOCS2	ENSG00000164172	4338	AR	DEE	603708	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:24862	MOGS	ENSG00000115275	7841	AR	DEE	601336	"AusPanelApp, Fulgent"
HGNC:7207	MPDU1	ENSG00000129255	9526	AR	DEE	604041	"AusPanelApp, Fulgent"
HGNC:7414	MT-ATP6	ENSG00000198899	4508	MT	"DEE, PME"	516060	BluePrint
HGNC:7458	MT-ND3	ENSG00000198840	4537	MT	DEE	516002	BluePrint
HGNC:7490	MT-TL1	ENSG00000209082	4567	MT	"DEE, PME"	590050	BluePrint
HGNC:7436	MTHFR	ENSG00000177000	4524	AR	DEE	607093	"AusPanelApp, Fulgent, BluePrint"
HGNC:7437	MTHFS	ENSG00000136371	10588	AR	DEE	604197	AusPanelApp
HGNC:7468	MTR	ENSG00000116984	4548	AR	DEE	156570	AusPanelApp
HGNC:7623	MYT1L	ENSG00000186487	23040	AD	DEE	613084	AusPanelApp
HGNC:7632	NAGLU	ENSG00000108784	4669	AR	DEE	609701	"AusPanelApp, Fulgent, Invitae"
HGNC:19082	NALCN	ENSG00000102452	259232	AR	DEE	611549	GeneDx
HGNC:26274	NARS2	ENSG00000137513	79731	AR	DEE	612803	AusPanelApp
HGNC:7648	NBEA	ENSG00000172915	26960	AD	DEE	604889	"AusPanelApp, BluePrint"
HGNC:17597	NCDN	ENSG00000020129	23154	AD/AR	DEE	608458	AusPanelApp
HGNC:17619	NDE1	ENSG00000072864	54820	AR	"DEE, MCD"	609449	"AusPanelApp, Fulgent"
HGNC:7678	NDP	ENSG00000124479	4693	XL	DEE	300658	NA
HGNC:7680	NDST1	ENSG00000070614	3340	AR	DEE	600853	"AusPanelApp, BluePrint"
HGNC:7683	NDUFA1	ENSG00000125356	4694	XL	DEE	300078	"AusPanelApp, Fulgent"
HGNC:7684	NDUFA10	ENSG00000130414	4705	AR	DEE	603835	NA
HGNC:20371	NDUFA11	ENSG00000174886	126328	AR	DEE	612638	NA
HGNC:7685	NDUFA2	ENSG00000131495	4695	AR	DEE	602137	Fulgent
HGNC:7690	NDUFA6	ENSG00000184983	4700	AR	DEE	602138	NA
HGNC:28086	NDUFAF2	ENSG00000164182	91942	AR	DEE	609653	AusPanelApp
HGNC:29918	NDUFAF3	ENSG00000178057	25915	AR	DEE	612911	BluePrint
HGNC:21034	NDUFAF4	ENSG00000123545	29078	AR	DEE	611776	NA
HGNC:15899	NDUFAF5	ENSG00000101247	79133	AR	DEE	612360	"AusPanelApp, BluePrint"
HGNC:7707	NDUFS1	ENSG00000023228	4719	AR	DEE	157655	Fulgent
HGNC:7708	NDUFS2	ENSG00000158864	4720	AR	DEE	602985	BluePrint
HGNC:7711	NDUFS4	ENSG00000164258	4724	AR	DEE	602694	"AusPanelApp, Fulgent, BluePrint"
HGNC:7713	NDUFS6	ENSG00000145494	4726	AR	DEE	603848	BluePrint
HGNC:7714	NDUFS7	ENSG00000115286	374291	AR	DEE	601825	"Fulgent, BluePrint"
HGNC:7715	NDUFS8	ENSG00000110717	4728	AR	DEE	602141	"AusPanelApp, Fulgent, BluePrint"
HGNC:7716	NDUFV1	ENSG00000167792	4723	AR	DEE	161015	"AusPanelApp, Fulgent, BluePrint"
HGNC:7763	NEUROD2	ENSG00000171532	4761	AD	DEE	601725	"AusPanelApp, BluePrint"
HGNC:7765	NF1	ENSG00000196712	4763	AD	"DEE, MCD"	613113	Fulgent
HGNC:17646	NGLY1	ENSG00000151092	55768	AR	DEE	610661	"AusPanelApp, Fulgent, GeneDx, Invitae"
HGNC:7887	NOVA2	ENSG00000104967	4858	AD	DEE	601991	AusPanelApp
HGNC:7897	NPC1	ENSG00000141458	4864	AR	DEE	607623	"Fulgent, Invitae"
HGNC:14537	NPC2	ENSG00000119655	10577	AR	DEE	601015	"Fulgent, Invitae"
HGNC:7975	NR2F1	ENSG00000175745	7025	AD	DEE	132890	"Fulgent, GeneDx, BluePrint"
HGNC:7981	NR4A2	ENSG00000153234	4929	AD	DEE	601828	AusPanelApp
HGNC:7989	NRAS	ENSG00000213281	4893	AD	DEE	164790	NA
HGNC:24613	NRROS	ENSG00000174004	375387	AR	DEE	615322	AusPanelApp
HGNC:8008	NRXN1	ENSG00000179915	9378	AR	DEE	600565	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:14234	NSD1	ENSG00000165671	64324	AD	DEE	606681	"AusPanelApp, Fulgent"
HGNC:13398	NSDHL	ENSG00000147383	50814	XL	"DEE, MCD"	300275	"AusPanelApp, BluePrint"
HGNC:25305	NSRP1	ENSG00000126653	84081	AR	DEE	616173	AusPanelApp
HGNC:20278	NUBPL	ENSG00000151413	80224	AR	DEE	613621	BluePrint
HGNC:8064	NUP214	ENSG00000126883	8021	AR	DEE	114350	AusPanelApp
HGNC:8104	OCLN	ENSG00000197822	100506658	AR	"DEE, MCD"	602876	"AusPanelApp, BluePrint"
HGNC:8108	OCRL	ENSG00000122126	4952	XL	DEE	300535	NA
HGNC:2567	OFD1	ENSG00000046651	8481	XL	MCD	300170	"Fulgent, BluePrint"
HGNC:25590	OGDHL	ENSG00000197444	55753	AR	DEE	617513	AusPanelApp
HGNC:8148	OPHN1	ENSG00000079482	4983	XL	DEE	300127	"AusPanelApp, Fulgent, BluePrint"
HGNC:18028	OSGEP	ENSG00000092094	55644	AR	DEE	610107	AusPanelApp
HGNC:25402	OTUD5	ENSG00000068308	55593	XL	DEE	300713	NA
HGNC:24281	OTUD6B	ENSG00000155100	51633	AR	DEE	612021	AusPanelApp
HGNC:8522	OTX2	ENSG00000165588	5015	AD	DEE	600037	NA
HGNC:15822	OXR1	ENSG00000164830	55074	AR	DEE	605609	AusPanelApp
HGNC:28858	P4HTM	ENSG00000178467	54681	AR	DEE	614584	"AusPanelApp, BluePrint"
HGNC:30032	PACS1	ENSG00000175115	55690	AD	DEE	607492	"AusPanelApp, GeneDx, Invitae, BluePrint"
HGNC:8582	PAH	ENSG00000171759	5053	AR	DEE	612349	AusPanelApp
HGNC:8590	PAK1	ENSG00000149269	5058	AD	DEE	602590	AusPanelApp
HGNC:8591	PAK2	ENSG00000180370	5062	AD	MCD	605022	NA
HGNC:8592	PAK3	ENSG00000077264	5063	XL	DEE	300142	Fulgent
HGNC:15894	PANK2	ENSG00000125779	80025	AR	DEE	606157	Fulgent
HGNC:26921	PARP6	ENSG00000137817	56965	AD	DEE	NA	AusPanelApp
HGNC:30563	PARS2	ENSG00000162396	25973	AR	DEE	612036	"AusPanelApp, BluePrint"
HGNC:8620	PAX6	ENSG00000007372	5080	AD	MCD	607108	NA
HGNC:8653	PCCA	ENSG00000175198	5095	AR	DEE	232000	AusPanelApp
HGNC:8654	PCCB	ENSG00000114054	5096	AR	DEE	232050	AusPanelApp
HGNC:8657	PCDH12	ENSG00000113555	51294	AR	DEE	605622	AusPanelApp
HGNC:8717	PCDHGC4	ENSG00000242419	56098	AR	DEE	606305	AusPanelApp
HGNC:13406	PCLO	ENSG00000186472	27445	AR	"DEE, MCD"	604918	Invitae
HGNC:8756	PCYT2	ENSG00000185813	5833	AR	DEE	602679	AusPanelApp
HGNC:8777	PDE2A	ENSG00000186642	5138	AR	DEE	602658	NA
HGNC:8806	PDHA1	ENSG00000131828	5160	XL	DEE	300502	"AusPanelApp, Fulgent"
HGNC:21350	PDHX	ENSG00000110435	8050	AR	DEE	608769	AusPanelApp
HGNC:23041	PDSS2	ENSG00000164494	57107	AR	DEE	610564	Fulgent
HGNC:40038	PET100	ENSG00000229833	100131801	AR	DEE	614770	AusPanelApp
HGNC:8850	PEX1	ENSG00000127980	5189	AR	DEE	602136	"AusPanelApp, Fulgent, BluePrint"
HGNC:8851	PEX10	ENSG00000157911	5192	AR	DEE	602859	"Invitae, BluePrint"
HGNC:8854	PEX12	ENSG00000108733	5193	AR	DEE	601758	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:8855	PEX13	ENSG00000162928	5194	AR	DEE	601789	"Invitae, BluePrint"
HGNC:9713	PEX19	ENSG00000162735	5824	AR	"DEE, PME"	600279	"AusPanelApp, Invitae, BluePrint"
HGNC:9717	PEX2	ENSG00000164751	5828	AR	DEE	170993	"Fulgent, Invitae, BluePrint"
HGNC:22965	PEX26	ENSG00000215193	55670	AR	DEE	608666	"Fulgent, Invitae, BluePrint"
HGNC:8858	PEX3	ENSG00000034693	8504	AR	DEE	603164	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:9719	PEX5	ENSG00000139197	5830	AR	DEE	600414	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:8859	PEX6	ENSG00000124587	5190	AR	DEE	601498	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:8860	PEX7	ENSG00000112357	5191	AR	DEE	601757	"AusPanelApp, Fulgent"
HGNC:17893	PGAP2	ENSG00000148985	27315	AR	DEE	615187	NA
HGNC:23719	PGAP3	ENSG00000161395	93210	AR	DEE	611801	AusPanelApp
HGNC:8896	PGK1	ENSG00000102144	5230	XL	DEE	311800	"Fulgent, BluePrint"
HGNC:24156	PHF21A	ENSG00000135365	51317	AD	DEE	608325	NA
HGNC:18145	PHF6	ENSG00000156531	84295	XL	DEE	300414	"AusPanelApp, Fulgent, BluePrint"
HGNC:8923	PHGDH	ENSG00000092621	26227	AR	DEE	606879	"AusPanelApp, GeneDx, Invitae"
HGNC:30031	PI4K2A	ENSG00000155252	55361	AR	DEE	609763	NA
HGNC:16491	PIDD1	ENSG00000177595	55367	AR	"DEE, MCD"	605247	AusPanelApp
HGNC:8959	PIGB	ENSG00000069943	9488	AR	DEE	604122	"AusPanelApp, Invitae, BluePrint"
HGNC:8960	PIGC	ENSG00000135845	5279	AR	DEE	601730	"AusPanelApp, BluePrint"
HGNC:8962	PIGF	ENSG00000151665	5281	AR	DEE	600153	NA
HGNC:25985	PIGG	ENSG00000174227	54872	AR	DEE	616918	"AusPanelApp, GeneDx, Invitae, BluePrint"
HGNC:8964	PIGH	ENSG00000100564	5283	AR	DEE	600154	AusPanelApp
HGNC:8965	PIGK	ENSG00000142892	10026	AR	DEE	605087	AusPanelApp
HGNC:8966	PIGL	ENSG00000108474	9487	AR	DEE	605947	NA
HGNC:18858	PIGM	ENSG00000143315	93183	AR	DEE	610273	NA
HGNC:8967	PIGN	ENSG00000197563	23556	AR	DEE	606097	"AusPanelApp, GeneDx, Invitae, BluePrint"
HGNC:23215	PIGO	ENSG00000165282	84720	AR	DEE	614730	"AusPanelApp, ClinGen, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:3046	PIGP	ENSG00000185808	51227	AR	DEE	605938	"AusPanelApp, Invitae, BluePrint"
HGNC:14135	PIGQ	ENSG00000007541	9091	AR	DEE	605754	"AusPanelApp, Invitae, BluePrint"
HGNC:14937	PIGS	ENSG00000087111	94005	AR	DEE	610271	"AusPanelApp, BluePrint"
HGNC:14938	PIGT	ENSG00000124155	51604	AR	DEE	610272	"AusPanelApp, GeneDx, BluePrint"
HGNC:15791	PIGU	ENSG00000101464	128869	AR	DEE	608528	AusPanelApp
HGNC:26031	PIGV	ENSG00000060642	55650	AR	DEE	610274	"AusPanelApp, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:23213	PIGW	ENSG00000184886	284098	AR	DEE	610275	"AusPanelApp, Invitae, BluePrint"
HGNC:14581	PINK1	ENSG00000158828	65018	AR	DEE	608309	NA
HGNC:9039	PLA2G6	ENSG00000184381	8398	AR	DEE	603604	Fulgent
HGNC:9043	PLAA	ENSG00000137055	9373	AR	DEE	603873	"AusPanelApp, Invitae, BluePrint"
HGNC:9077	PLK1	ENSG00000166851	5347	AR	DEE	602098	AusPanelApp
HGNC:9086	PLP1	ENSG00000123560	5354	XL	"DEE, MCD"	300401	"Fulgent, BluePrint"
HGNC:9457	PLPBP	ENSG00000147471	11212	AR	DEE	604436	"AusPanelApp, Fulgent"
HGNC:9099	PLXNA1	ENSG00000114554	5361	AD/AR	DEE	601055	AusPanelApp
HGNC:9106	PLXNC1	ENSG00000136040	10154	AD	MCD	604259	NA
HGNC:9115	PMM2	ENSG00000140650	5373	AR	DEE	601785	"AusPanelApp, Fulgent"
HGNC:9119	PMPCB	ENSG00000105819	9512	AR	DEE	603131	AusPanelApp
HGNC:30260	PNPO	ENSG00000108439	55163	AR	DEE	603287	"AusPanelApp, ClinGen, Fulgent, GeneDx, Invitae, BluePrint"
HGNC:23166	PNPT1	ENSG00000138035	87178	AR	"DEE, MCD"	610316	"AusPanelApp, Invitae"
HGNC:18801	POGZ	ENSG00000143442	23126	AD	DEE	614787	NA
HGNC:9180	POLG2	ENSG00000256525	11232	AD/AR	DEE	604983	NA
HGNC:30348	POLR3B	ENSG00000013503	55703	AD	DEE	614366	"AusPanelApp, BluePrint"
HGNC:19139	POMGNT1	ENSG00000085998	55624	AR	DEE	606822	"AusPanelApp, Fulgent"
HGNC:25902	POMGNT2	ENSG00000144647	84892	AR	"DEE, MCD"	614828	NA
HGNC:26267	POMK	ENSG00000185900	84197	AR	"DEE, MCD"	615247	NA
HGNC:9202	POMT1	ENSG00000130714	10585	AR	DEE	607423	"AusPanelApp, Fulgent"
HGNC:19743	POMT2	ENSG00000009830	29954	AR	DEE	607439	Fulgent
HGNC:9260	PPIL1	ENSG00000137168	51645	AR	DEE	601301	AusPanelApp
HGNC:9299	PPP2CA	ENSG00000113575	5515	AD	"DEE, MCD"	176915	"AusPanelApp, Invitae, BluePrint"
HGNC:9302	PPP2R1A	ENSG00000105568	5518	AD	DEE	605983	"AusPanelApp, Invitae"
HGNC:9312	PPP2R5D	ENSG00000112640	5528	AD	DEE	601646	"GeneDx, Invitae"
HGNC:13993	PRDM8	ENSG00000152784	56978	AR	PME	616639	NA
HGNC:25557	PRMT7	ENSG00000132600	54496	AR	DEE	610087	AusPanelApp
HGNC:9449	PRNP	ENSG00000171867	5621	AD	PME	176640	NA
HGNC:9453	PRODH	ENSG00000100033	5625	AR	DEE	606810	"AusPanelApp, Fulgent, BluePrint"
HGNC:9457	PROSC	ENSG00000147471	11212	AR	DEE	604436	"Invitae, BluePrint"
HGNC:17340	PRPF8	ENSG00000174231	10594	AD	DEE	607300	AusPanelApp
HGNC:13420	PRUNE1	ENSG00000143363	58497	AR	DEE	617413	NA
HGNC:9498	PSAP	ENSG00000197746	5660	AR	DEE	176801	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:19129	PSAT1	ENSG00000135069	29968	AR	DEE	610936	"Invitae, BluePrint"
HGNC:9577	PSPH	ENSG00000146733	5723	AR	DEE	172480	Invitae
HGNC:9583	PTBP1	ENSG00000011304	5725	AR	DEE	600693	NA
HGNC:9585	PTCH1	ENSG00000185920	5727	AD	"DEE, MCD"	601309	Fulgent
HGNC:23734	PTF1A	ENSG00000168267	256297	AR	DEE	607194	NA
HGNC:14406	PTPN23	ENSG00000076201	25930	AR	DEE	606584	"AusPanelApp, Invitae, BluePrint"
HGNC:9689	PTS	ENSG00000150787	5805	AR	DEE	612719	"AusPanelApp, BluePrint"
HGNC:14957	PUM1	ENSG00000134644	9698	AD	DEE	607204	"AusPanelApp, BluePrint"
HGNC:25461	PUS3	ENSG00000110060	83480	AR	"DEE, MCD"	616283	NA
HGNC:9752	QDPR	ENSG00000151552	5860	AR	DEE	612676	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:9760	RAB11A	ENSG00000103769	8766	AD	DEE	605570	"Invitae, BluePrint"
HGNC:9761	RAB11B	ENSG00000185236	9230	AD	"DEE, MCD"	604198	"AusPanelApp, Invitae, BluePrint"
HGNC:14244	RAB18	ENSG00000099246	22931	AR	"DEE, MCD"	602207	AusPanelApp
HGNC:16499	RAB39B	ENSG00000155961	116442	XL	DEE	300774	"Fulgent, BluePrint"
HGNC:17063	RAB3GAP1	ENSG00000115839	22930	AR	"DEE, MCD"	602536	Fulgent
HGNC:17168	RAB3GAP2	ENSG00000118873	25782	AR	"DEE, MCD"	609275	NA
HGNC:9803	RAC3	ENSG00000169750	5881	AD	"DEE, MCD"	602050	NA
HGNC:9834	RAI1	ENSG00000108557	10743	AD	DEE	607642	"Fulgent, Invitae"
HGNC:9839	RALA	ENSG00000006451	5898	AD	DEE	179550	"AusPanelApp, Invitae, BluePrint"
HGNC:17770	RALGAPA1	ENSG00000174373	253959	AR	DEE	608884	AusPanelApp
HGNC:9848	RANBP2	ENSG00000153201	5903	AD	DEE	601181	Invitae
HGNC:9965	RERE	ENSG00000142599	473	AD	DEE	605226	NA
HGNC:30220	RFT1	ENSG00000163933	91869	AR	DEE	611908	"AusPanelApp, Fulgent, Invitae"
HGNC:21176	RMND1	ENSG00000155906	55005	AR	DEE	614917	"AusPanelApp, BluePrint"
HGNC:18518	RNASEH2A	ENSG00000104889	10535	AR	"DEE, MCD"	606034	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:25671	RNASEH2B	ENSG00000136104	79621	AR	"DEE, MCD"	610326	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:24116	RNASEH2C	ENSG00000172922	84153	AR	"DEE, MCD"	610330	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:21686	RNASET2	ENSG00000026297	8635	AR	DEE	612944	"AusPanelApp, BluePrint"
HGNC:12974	RNF113A	ENSG00000125352	7737	XL	DEE	300951	NA
HGNC:10057	RNF13	ENSG00000082996	11342	AD	DEE	609247	"AusPanelApp, Invitae, BluePrint"
HGNC:34016	RNU4ATAC	ENSG00000264229	100151683	AR	DEE	601428	AusPanelApp
HGNC:29478	ROGDI	ENSG00000067836	79641	AR	DEE	614574	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:10258	RORA	ENSG00000069667	6095	AD	DEE	600825	"AusPanelApp, BluePrint"
HGNC:10297	RPIA	ENSG00000153574	22934	AR	"DEE, MCD"	180430	NA
HGNC:10432	RPS6KA3	ENSG00000177189	6197	XL	DEE	300075	NA
HGNC:17296	RRM2B	ENSG00000048392	50484	AR	DEE	604712	AusPanelApp
HGNC:18647	RTN4IP1	ENSG00000130347	84816	AR	DEE	610502	AusPanelApp
HGNC:18654	RTTN	ENSG00000176225	25914	AR	MCD	610436	AusPanelApp
HGNC:23625	RUSC2	ENSG00000198853	9853	AR	DEE	611053	"Invitae, BluePrint"
HGNC:13530	RXYLT1	ENSG00000118600	10329	AR	"DEE, MCD"	605862	NA
HGNC:10519	SACS	ENSG00000151835	26278	AR	PME	604490	NA
HGNC:15925	SAMHD1	ENSG00000101347	25939	AR	DEE	606754	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:10541	SATB1	ENSG00000182568	6304	AD	DEE	602075	AusPanelApp
HGNC:21637	SATB2	ENSG00000119042	23314	AD	DEE	608148	"AusPanelApp, GeneDx, Invitae"
HGNC:19304	SCAF4	ENSG00000156304	57466	AD	DEE	616023	AusPanelApp
HGNC:30386	SCAMP5	ENSG00000198794	192683	AD	DEE	613766	AusPanelApp
HGNC:10603	SCO1	ENSG00000133028	6341	AR	DEE	603644	BluePrint
HGNC:10604	SCO2	ENSG00000130489	9997	AR	DEE	604272	"AusPanelApp, Fulgent"
HGNC:10680	SDHA	ENSG00000073578	6389	AR	DEE	600857	Fulgent
HGNC:30605	SEPSECS	ENSG00000109618	51091	AR	DEE	613009	AusPanelApp
HGNC:21061	SERAC1	ENSG00000122335	84947	AR	DEE	614725	BluePrint
HGNC:8943	SERPINI1	ENSG00000163536	5274	AD	PME	602445	"AusPanelApp, ClinGen, Fulgent, Invitae, BluePrint"
HGNC:29010	SETD1A	ENSG00000099381	9739	AD	DEE	611052	AusPanelApp
HGNC:29187	SETD1B	ENSG00000139718	23067	AD	DEE	611055	"AusPanelApp, BluePrint"
HGNC:25566	SETD5	ENSG00000168137	55209	AD	DEE	615743	AusPanelApp
HGNC:10818	SGSH	ENSG00000181523	6448	AR	DEE	605270	"AusPanelApp, Fulgent, Invitae, BluePrint"
HGNC:14294	SHANK3	ENSG00000251322	85358	AD	DEE	606230	GeneDx
HGNC:10848	SHH	ENSG00000164690	6469	AD	"DEE, MCD"	600725	"AusPanelApp, Fulgent"
HGNC:10889	SIX3	ENSG00000138083	6496	AD	"DEE, MCD"	603714	Fulgent
HGNC:10923	SLC16A2	ENSG00000147100	6567	XL	DEE	300095	AusPanelApp
HGNC:16266	SLC19A3	ENSG00000135917	80704	AR	DEE	606152	"Fulgent, GeneDx, Invitae, BluePrint"
HGNC:10942	SLC1A4	ENSG00000115902	6509	AR	DEE	600229	"AusPanelApp, BluePrint"
HGNC:10979	SLC25A1	ENSG00000100075	6576	AR	DEE	190315	"AusPanelApp, BluePrint"
HGNC:10982	SLC25A12	ENSG00000115840	8604	AR	DEE	603667	"AusPanelApp, Fulgent, Invitae"
HGNC:11021	SLC35A1	ENSG00000164414	10559	AR	DEE	605634	"Fulgent, BluePrint"
